






PK;NOMBRE;DESCRIPCION-ENTIDAD;HORARIO;EQUIPAMIENTO;TRANSPORTE;DESCRIPCION;ACCESIBILIDAD;CONTENT-URL;NOMBRE-VIA;CLASE-VIAL;TIPO-NUM;NUM;PLANTA;PUERTA;ESCALERAS;ORIENTACION;LOCALIDAD;PROVINCIA;CODIGO-POSTAL;BARRIO;DISTRITO;COORDENADA-X;COORDENADA-Y;LATITUD;LONGITUD;TELEFONO;FAX;EMAIL;TIPO;
2067;"Museo Africano Mundo Negro";"Situado en los locales de los Misioneros Combonianos de Madrid y abierto al público en 1985, se propone divulgar la cultura africana, promoviendo el conocimiento de la vida, de la historia y de las diversas culturas africanas.";"Grupos con cita previa : de lunes a viernes de 9,30 a 13,30 horas.   Particulares  (visitas guiadas): domingos a las 11,30 horas.   Cerrado : julio, agosto y septiembre.";"";"Bus: 11, 70, 114, 115, 122, 200.";"";"3";"http://www.madrid.es/sites/v/index.jsp?vgnextchannel=9e4c43db40317010VgnVCM100000dc0ca8c0RCRD&vgnextoid=6ab8ef4d7f71c010VgnVCM1000000b205a0aRCRD";"ARTURO SORIA";"CALLE";"V";"101";"";"";"";"";"MADRID";"MADRID";"28043";"SAN JUAN BAUTISTA";"CIUDAD LINEAL";"444755";"4477849";"40.449464654033605";"-3.65149172790308";"914 152 412";"";"info@museoafricano.es";"/contenido/entidadesYorganismos/Museos"; 
2050;"Museo Arqueológico Nacional";"Fundado en 1867, el  MAN  se inauguró en 1895 en su actual sede, en el Palacio de Biblioteca y Museos, edificio proyectado por Francisco Jareño y terminado por Antonio Ruiz de Salces.";"De martes a sábados de 9:30 a 20 horas  Domingos y festivos de 9:30 a 15 horas    Cerrado    Todos los lunes del año.  1 y 6 de enero, 1de mayo y 24, 25 y 31 de diciembre.    Horario de cierre de las taquillas:  15 minutos antes del cierre del Museo.   Días festivos 2018. Horario 9.30 a 15 horas:   29 y 30 de marzo; 2 de mayo;15 de agosto; 12 de octubre; 1 y 9 de noviembre; 6 y 8 de diciembre.";"";"Metro: Serrano (línea 4), Colón (línea 4).  Bus: 1, 2, 5, 9, 14, 19, 21, 27, 37, 45, 51, 53, 74, 150.  Renfe: Recoletos (línea C-1, C-2, C-7, C-8 y C-10).";"";"1";"http://www.madrid.es/sites/v/index.jsp?vgnextchannel=9e4c43db40317010VgnVCM100000dc0ca8c0RCRD&vgnextoid=8fd8ef4d7f71c010VgnVCM1000000b205a0aRCRD";"SERRANO";"CALLE";"V";"13";"";"";"";"";"MADRID";"MADRID";"28001";"RECOLETOS";"SALAMANCA";"441711";"4475173";"40.42327763947072";"-3.688418705931963";"915 777 912                                                                     
                                                                                     
";"";"";"/contenido/entidadesYorganismos/Museos"; 
2072;"Museo Casa de la Moneda";"El Museo Casa de la Moneda alberga colecciones numismáticas y de artes gráficas: importantes dibujos, estampas, loterías, sellos,... Se trata de la que posiblemente sea la mayor exposición numismática del mundo, cubriendo la historia de la moneda desde el siglo  VII a.C.  hasta nuestros días.";"De martes a viernes ininterrumpidamente de 10 a 17:30 horas. Sábados, domingos y festivos de 10 a 14:15 horas  Cerrado los lunes (incluido festivos), y los días 1 y 6 de enero; 19 de marzo; 1 de mayo;  24, 25 y 31 de diciembre";"El público puede acuñar una moneda durante su visita (consultar precio).  Audioguías individuales (con programas para sordos en lenguaje de signos).  Wifimuseun (en idiomas español e inglés y lengua de signos).";"Metro: O&acute;Donnell (línea 6)  Bus: 2, 28, 30, 56, 71, 143, C2";"";"1";"http://www.madrid.es/sites/v/index.jsp?vgnextchannel=9e4c43db40317010VgnVCM100000dc0ca8c0RCRD&vgnextoid=12f8ef4d7f71c010VgnVCM1000000b205a0aRCRD";"DOCTOR ESQUERDO";"CALLE";"V";"36";"";"";"";"";"MADRID";"MADRID";"28028";"GOYA";"SALAMANCA";"443235";"4474878";"40.42259797372905";"-3.6691502061733674";"915 666 544                                 
";"915 666 809";"museo@fnmt.es";"/contenido/entidadesYorganismos/Museos"; 
4112;"Museo Cerralbo";"Este Palacio, construido entre 1883 y 1893, fue concebido como vivienda y como museo para sede de las obras de arte reunidas por los Marqueses de Cerralbo y sus hijos, los Marqueses de Villa Huerta, durante los numerosos viajes que realizaron por España y Europa.";"De martes a sábado de 9:30 a 15 horas.  Jueves de 17 a 20 horas, excepto festivos.  Domingos y festivos de 10 a 15 horas.  Cerrado:  Todos los lunes.  1 y 6 de enero.  1 de mayo.  24, 25 y 31 de diciembre.  Una fiesta local.";"";"Metro: Plaza de España (líneas 3, 10), Príncipe Pío (líneas 6 y 10).  Bus: 1, 2, 3, 44, 46, 74, 75, 133, 147, 148, C1, C2.  Renfe: Príncipe Pio (líneas C1, C7 Y C10).";"Los usuarios del carné de alberguista disfrutarán de un 50% de descuento.    Visitas guiadas       El Museo ofrece la posibilidad de realizar visitas guiadas y en grupo de  martes a viernes  bajo distintas modalidades. Los  jueves por la tarde, fines de semana (sábados y domingos) y festivos no se admiten grupos  salvo los relacionados con la propia activdad del museo y su programación.  Grupos de 8 a 12 personas.   Más información .";"2,6";"http://www.madrid.es/sites/v/index.jsp?vgnextchannel=9e4c43db40317010VgnVCM100000dc0ca8c0RCRD&vgnextoid=a4efb0c40971c010VgnVCM1000000b205a0aRCRD";"VENTURA RODRIGUEZ";"CALLE";"V";"17";"";"";"";"";"MADRID";"MADRID";"28008";"ARGUELLES";"MONCLOA-ARAVACA";"439380";"4475039";"40.42376732078657";"-3.7146170388153497";"915 473 646 / 47";"915 591 171";"museo.cerralbo@mecd.es";"/contenido/entidadesYorganismos/Museos"; 
10091450;"Museo EMT";"El Museo de la  EMT  se ha convertido en realidad tras una década de duro trabajo de recuperación, restauración y reparación del patrimonio histórico de la Empresa Municipal de Transportes de Madrid, especialmente, material móvil, mobiliario, piezas mecánicas, maquinaria y otros elementos inherentes a la actividad de la  EMT  en sus 70 años de historia.";"Visitas (con cita previa)   Apertura estacional durante seis meses al año: todos los sábados de abril, mayo, junio, julio, septiembre y octubre), a las 10, a las 11:30 y a las 13 horas.  Por ser un centro de trabajo únicamente pueden realizarse de forma organizada, previamente concertadas y limitadas a un máximo de 40 personas por turno.  Duración: 60 minutos aproximadamente.  Compra de entradas y reserva de horarios a través de la web:  http://tienda.emtmadrid.es  (a partir del 1 de marzo de 2018).";"Si tiene una discapacidad física o sensorial, contacta con el Museo antes de reservar la visita y le informarán de la accesibilidad a la instalación.";"Metro: Begoña (línea 10).  Bus: 66, 173, 174, 176, 191, 193, 194, 195, 196, 197, 712, 713, 714, 716, L171.";"";"0";"http://www.madrid.es/sites/v/index.jsp?vgnextchannel=9e4c43db40317010VgnVCM100000dc0ca8c0RCRD&vgnextoid=d56ad05b2a255510VgnVCM2000001f4a900aRCRD";"MAURICIO LEGENDRE";"CALLE";"V";"40";"";"";"";"";"MADRID";"MADRID";"28046";"CASTILLA";"CHAMARTIN";"442096";"4481278";"40.480173612860305";"-3.6831595451893273";"914 068 810";"";"";"/contenido/entidadesYorganismos/AyuntamientoMadrid/OrganismosEmpresasMunicipales"; 
10237457;"Museo Félix Cañada";"Una selección de más de quinientas obras de arte de entre las cerca de mil de la donación original, constituyen la Colección Permanente que se puede visitar en las salas del Museo Félix Cañada de la Fundación Gómez Pardo, adscrita a la Escuela Técnica Superior de Ingenieros de Minas y Energía de la Universidad Politécnica de Madrid. Donada por el ingeniero de minas Doctor Félix Cañada Guerrero a la Fundación Gómez Pardo, reúne una amplia representación de trabajos de destacados artistas, pintores, escultores, ilustradores, grabadores, orfebres, ceramistas, etc. abarcando diferentes periodos desde el siglo  XI  hasta nuestros días.";"Visitas: lunes, miércoles y viernes de 10 a 13 horas.";"Visitas guiadas para grupos de entre 10 y 30 personas (sin guía propio)    http://museo.fundaciongomezpardo.es/";"";"";"3";"http://www.madrid.es/sites/v/index.jsp?vgnextchannel=9e4c43db40317010VgnVCM100000dc0ca8c0RCRD&vgnextoid=cb22820a52799510VgnVCM1000001d4a900aRCRD";"ALENZA";"CALLE";"V";"1";"";"";"";"";"MADRID";"MADRID";"28003";"RIOS ROSAS";"CHAMBERI";"440568";"4477117";"40.442581673356834";"-3.700796192332983";"914 417 921";"";"museo@fgomezpardo.es";"/contenido/entidadesYorganismos/Museos"; 
2074;"Museo Geominero";"Construcción típica de la arquitectura en hierro y cristal de principios del siglo  XX  que alberga colecciones de minerales, rocas y fósiles procedentes de todas las regiones españolas y de antiguos territorios coloniales, así como de yacimientos significados del registro mundial.   Objetivos del museo : conservar, investigar y difundir el patrimonio geológico, paleontológico y mineralógico";"De lunes a domingo y festivos de 9 a 14 horas  Cerrado los días 1 y 6 de enero y 24, 25 y 31 de diciembre";"";"Metro: Ríos Rosas (línea 1) y Alonso Cano (línea 7)  Bus: 3, 5, 12, 37, 45, 149";"";"3";"http://www.madrid.es/sites/v/index.jsp?vgnextchannel=9e4c43db40317010VgnVCM100000dc0ca8c0RCRD&vgnextoid=ff0bef4d7f71c010VgnVCM1000000b205a0aRCRD";"RIOS ROSAS";"CALLE";"V";"23";"";"";"";"";"MADRID";"MADRID";"28003";"RIOS ROSAS";"CHAMBERI";"440663";"4477057";"40.442047952073665";"-3.699670468881422";"913 495 759";"913 495 828";"m.geominero@igme.es";"/contenido/entidadesYorganismos/Museos"; 
2075;"Museo Histórico Minero Don Felipe de Borbón y Grecia";"Ubicado en la Escuela Técnica Superior de Ingenieros de Minas de Madrid";"De lunes a viernes, de 9 a 14 horas.";"";"Metro: Ríos Rosas (línea 1)  Bus: 3, 12, 37, 45, 149";"";"3";"http://www.madrid.es/sites/v/index.jsp?vgnextchannel=9e4c43db40317010VgnVCM100000dc0ca8c0RCRD&vgnextoid=822bef4d7f71c010VgnVCM1000000b205a0aRCRD";"RIOS ROSAS";"CALLE";"V";"21";"";"";"";"";"MADRID";"MADRID";"28003";"RIOS ROSAS";"CHAMBERI";"440603";"4477062";"40.44207963042673";"-3.7003900716027776";"913 367 017";"";"";"/contenido/entidadesYorganismos/Museos"; 
18176;"Museo ICO";"";"De martes a sábados: de 11 a 20 horas    Domingos y festivos: de 10 a 14 horas     Cerrado:  Todos los lunes del año (incluidos festivos)";"";"Metro: Banco de España (línea 2) , Sevilla (línea 2)  Bus: 3, 5, 9, 15, 20, 46, 51, 52, 53, 150, M1, M2";"";"3";"http://www.madrid.es/sites/v/index.jsp?vgnextchannel=9e4c43db40317010VgnVCM100000dc0ca8c0RCRD&vgnextoid=2886444a2951c010VgnVCM2000000c205a0aRCRD";"ZORRILLA";"CALLE";"V";"3";"";"";"";"";"MADRID";"MADRID";"28014";"CORTES";"CENTRO";"440806";"4474249";"40.41675330128869";"-3.6977346235068373";"914 201 242";"";"museoico@ico.es";"/contenido/entidadesYorganismos/Museos"; 
6019032;"Museo Los Caños del Peral. Estación de Metro Ópera";"";"Viernes, sábados y domingos de 11 a 13 y de 17 a 19 horas";"";"Metro: Ópera (líneas 2, 5 y Ramal).";"Museo Los Caños del Peral   La estación de Ópera cuenta en su interior con el mayor museo arqueológico bajo tierra de Madrid, un espacio de 200 metros cuadrados donde se pueden ver restos arqueológicos de los siglos  XVI  y  XVII  pertenecientes a la Fuente de los Caños del Peral, el Acueducto de Amaniel y la Alcantarilla del Arenal.";"1";"http://www.madrid.es/sites/v/index.jsp?vgnextchannel=9e4c43db40317010VgnVCM100000dc0ca8c0RCRD&vgnextoid=435950262d50f210VgnVCM2000000c205a0aRCRD";"ISABEL II";"PLAZA";"V";"1";"";"";"";"";"MADRID";"MADRID";"28013";"PALACIO";"CENTRO";"439943";"4474575";"40.41775560280743";"-3.709202070089538";"902 444 403 / 917 796 399 ";"";"";"/contenido/entidadesYorganismos/Museos"; 
2053;"Museo Lázaro Galdiano";"";"Martes a sábados de 10 a 16:30 horas.  Domingos de 10 a 15 horas.  Cerrado todos los lunes, y 6 de enero; 29 y 30 de marzo; 1 y 2 de mayo; 15 de agosto; 1 de noviembre y 24, 25 y 31 de diciembre de 2018.  Grupos y visitas guiadas consultar.";"";"Metro: Gregorio Marañón (línea 7 y 10).  Bus: 7, 9, 12, 14, 16, 19, 27, 40, 61, 145, 150.";"";"1";"http://www.madrid.es/sites/v/index.jsp?vgnextchannel=9e4c43db40317010VgnVCM100000dc0ca8c0RCRD&vgnextoid=7d1aef4d7f71c010VgnVCM1000000b205a0aRCRD";"SERRANO";"CALLE";"V";"122";"";"";"";"";"MADRID";"MADRID";"28006";"CASTELLANA";"SALAMANCA";"441802";"4476460";"40.436750328725985";"-3.6861980129207894";"915 616 084";"915 617 793";"";"/contenido/entidadesYorganismos/MonumentosEdificiosArtisticos"; 
